txn_id,date,account_id,description,amount,type,category,mode,balance,raw_text,source
TXN96201092565,2025-01-01,ACC100021,NEFT UPI Transfer Ref:772710,-159639.35,DEBIT,Transfer,NEFT,2719.54,2025-01-01 NEFT UPI Transfer Ref:772710 -159639.35,synthetic
TXN91811022438,2025-01-02,ACC100021,UPI/omajabadami1101/Dominos Ref:646943,-1743.24,DEBIT,Food & Dining,UPI,976.3,2025-01-02 UPI/omajabadami1101/Dominos Ref:646943 -1743.24,synthetic
TXN101073426189,2025-01-01,ACC100021,TRANSFER FROM SELF Ref:856734,52579.71,CREDIT,Transfer,NEFT,,,
TXN93818051404,2025-01-02,ACC100021,POS Amazon Tadipatri,-49790.93,DEBIT,Shopping,POS,3765.08,2025-01-02 POS Amazon Tadipatri -49790.93,synthetic
TXN101073426196,2025-01-01,ACC100021,TRANSFER FROM SELF Ref:583304,10120.35,CREDIT,Transfer,NEFT,,,
TXN95438079390,2025-01-02,ACC100021,NEFT EMI Loan Ref:604897,-12649.85,DEBIT,EMI,NEFT,1235.58,2025-01-02 NEFT EMI Loan Ref:604897 -12649.85,synthetic
TXN101075426200,2025-01-01,ACC100021,TRANSFER FROM SELF Ref:769525,125330.56,CREDIT,Transfer,NEFT,,,
TXN96018089553,2025-01-02,ACC100021,UP1/agarwalanmol3371/NEFT Transfer Ref:986524,-122505.42,DEBIT,Transfer,UPI,4060.72,2025-01-02 UP1/agarwalanmol3371/NEFT Transfer Ref:986524 -122505.42,synthetic
TXN96472097801,2025-01-02,ACC100021,Atm Cash Withdrawal Atm Cash Withdrawal,-752.19,DEBIT,Cash,ATM,3308.53,2025-01-02 Atm Cash Withdrawal Atm Cash Withdrawal -752.19,synthetic
TXN101075426227,2025-01-02,ACC100021,TRANSFER FROM SELF Ref:102272,25284.32,CREDIT,Transfer,NEFT,,,
TXN91032010164,2025-01-03,ACC100021,House Rent doloremque,-27149.1,DEBIT,Rent,ECS,1443.75,2025-01-03 House Rent doloremque -27149.1,synthetic
TXN92521032711,2025-01-03,ACC100021,UPI/msinghal6224/Reliance Fresh Ref:651488,-415.92,DEBIT,Groceries,UPI,1027.83,2025-01-03 UPI/msinghal6224/Reliance Fresh Ref:651488 -415.92,synthetic
TXN101075426243,2025-01-02,ACC100021,TRANSFER FROM SELF Ref:136565,1789.19,CREDIT,Transfer,NEFT,,,
TXN92684035059,2025-01-03,ACC100021,UPI/unnati267395/BigBasket Ref:256171,-1694.83,DEBIT,Groceries,UPI,1122.19,2025-01-03 UPI/unnati267395/BigBasket Ref:256171 -1694.83,synthetic
TXN101075426255,2025-01-02,ACC100021,TRANSFER FROM SELF Ref:650127,19500.63,CREDIT,Transfer,NEFT,,,
TXN95145074467,2025-01-03,ACC100021,UPI/mohammedravi4321/GoAir Ref:115158,-17683.7,DEBIT,Travel,UPI,2939.12,2025-01-03 UPI/mohammedravi4321/GoAir Ref:115158 -17683.7,synthetic
TXN101076426260,2025-01-02,ACC100021,TRANSFER FROM SELF Ref:274804,15685.06,CREDIT,Transfer,NEFT,,,
TXN95155074609,2025-01-03,ACC100021,UPI/anamikakara2644/IndiGo Ref:522154,-15006.37,DEBIT,Travel,UPI,3617.81,2025-01-03 UPI/anamikakara2644/IndiGo Ref:522154 -15006.37,synthetic
TXN101076426276,2025-01-03,ACC100021,TRANSFER FROM SELF Ref:623784,18371.42,CREDIT,Transfer,NEFT,,,
TXN91220013457,2025-01-04,ACC100021,NEFT House Rent Ref:352700,-19581.45,DEBIT,Rent,NEFT,2407.78,2025-01-04 NEFT House Rent Ref:352700 -19581.45,synthetic
TXN93014039492,2025-01-04,ACC100021,UPI/aadhya194279/Reliance Fresh Ref:237640,-887.24,DEBIT,Groceries,UPI,1520.54,2025-01-04 UPI/aadhya194279/Reliance Fresh Ref:237640 -887.24,synthetic
TXN101076426292,2025-01-03,ACC100021,TRANSFER FROM SELF Ref:743538,6368.48,CREDIT,Transfer,NEFT,,,
TXN95476080181,2025-01-04,ACC100021,EMI HDFC velit,-6114.2,DEBIT,EMI,ECS,1774.82,2025-01-04 EMI HDFC velit -6114.2,synthetic
TXN101076426307,2025-01-03,ACC100021,TRANSFER FROM SELF Ref:543385,144895.92,CREDIT,Transfer,NEFT,,,
TXN95705084652,2025-01-04,ACC100021,Upi/Csarkar3939/Imps Transfer Ref:343728,-144598.73,DEBIT,Transfer,UPI,2072.01,2025-01-04 Upi/Csarkar3939/Imps Transfer Ref:343728 -144598.73,synthetic
TXN96189092331,2025-01-04,ACC100021,Upi/Fariqthakur3930/Imps Transfer Ref:942889,53779.79,CREDIT,Transfer,UPI,55851.8,2025-01-04 Upi/Fariqthakur3930/Imps Transfer Ref:942889 53779.79,synthetic
TXN93565047545,2025-01-05,ACC100021,NETBANKING AJIO REF:317531,-22566.68,DEBIT,Shopping,NETBANKING,33285.12,2025-01-05 NETBANKING AJIO REF:317531 -22566.68,synthetic
TXN96273093848,2025-01-05,ACC100021,POS HP Petrol Pump Singrauli,-3553.26,DEBIT,Fuel,POS,29731.86,2025-01-05 POS HP Petrol Pump Singrauli -3553.26,synthetic
TXN96563099798,2025-01-05,ACC100021,POS Vendor Payment Bhubaneswar,-4720.88,DEBIT,Other,POS,25010.98,2025-01-05 POS Vendor Payment Bhubaneswar -4720.88,synthetic
TXN90861007128,2025-01-06,ACC100021,SALARY CREDIT WIPRO REF:43799,135930.87,CREDIT,Salary,NEFT,160941.85,2025-01-06 SALARY CREDIT WIPRO REF:43799 135930.87,synthetic
TXN91216013383,2025-01-06,ACC100021,NEFT House Rent Ref:824362,-28115.44,DEBIT,Rent,NEFT,132826.41,2025-01-06 NEFT House Rent Ref:824362 -28115.44,synthetic
TXN91595019207,2025-01-06,ACC100021,NETBANKING Zomato Ref:590485,-1620.43,DEBIT,Food & Dining,NETBANKING,131205.98,2025-01-06 NETBANKING Zomato Ref:590485 -1620.43,synthetic
TXN96376095668,2025-01-06,ACC100021,POS Bharat Petroleum Hubli–Dharwad,-2009.42,DEBIT,Fuel,POS,129196.56,2025-01-06 POS Bharat Petroleum Hubli–Dharwad -2009.42,synthetic
TXN92504032336,2025-01-07,ACC100021,POS BIGBASKET AMARAVTAI,-2143.12,DEBIT,Groceries,POS,127053.44,2025-01-07 POS BIGBASKET AMARAVTAI -2143.12,synthetic
TXN95290076660,2025-01-07,ACC100021,POS IndiGo Miryalaguda,-14610.67,DEBIT,Travel,POS,112442.77,2025-01-07 POS IndiGo Miryalaguda -14610.67,synthetic
TXN95434079298,2025-01-07,ACC100021,EMI Loan ex,-12378.98,DEBIT,EMI,ECS,100063.79,2025-01-07 EMI Loan ex -12378.98,synthetic
TXN91029010099,2025-01-08,ACC100021,NEFT ACCOMM RENT REF:263796,-24223.11,DEBIT,Rent,NEFT,75840.68,2025-01-08 NEFT ACCOMM RENT REF:263796 -24223.11,synthetic
TXN92936038273,2025-01-08,ACC100021,NETBANKING DMart Ref:470766,-1058.74,DEBIT,Groceries,NETBANKING,74781.94,2025-01-08 NETBANKING DMart Ref:470766 -1058.74,synthetic
TXN101076426442,2025-01-07,ACC100021,TRANSFER FROM SELF Ref:410970,91114.36,CREDIT,Transfer,NEFT,,,
TXN95778085816,2025-01-08,ACC100021,UPI/zpathak8489/IMPS Transfer Ref:176164,-164023.32,DEBIT,Transfer,UPI,1872.98,2025-01-08 UPI/zpathak8489/IMPS Transfer Ref:176164 -164023.32,synthetic
TXN92039025795,2025-01-09,ACC100021,UPI/chanakya353254/McDonalds Ref:458117,-1193.33,DEBIT,Food & Dining,UPI,679.65,2025-01-09 UPI/chanakya353254/McDonalds Ref:458117 -1193.33,synthetic
TXN101078426463,2025-01-08,ACC100021,TRANSFERF ROM SELF Ref:614252,1388.07,CREDIT,Transfer,NEFT,,,
TXN92211028314,2025-01-09,ACC100021,POS Zomato Bangalore,-1282.47,DEBIT,Food & Dining,POS,785.25,2025-01-09 POS Zomato Bangalore -1282.47,synthetic
TXN101078426473,2025-01-08,ACC100021,TRANSFER FROM SELF Ref:692705,29253.31,CREDIT,Transfer,NEFT,,,
TXN93850051926,2025-01-09,ACC100021,POS Flipkart Bathinda,-26127.24,DEBIT,Shopping,POS,3911.32,2025-01-09 POS Flipkart Bathinda -26127.24,synthetic
TXN101078426480,2025-01-08,ACC100021,TRANSFER FROM SELF Ref:201357,67608.38,CREDIT,Transfer,NEFT,,,
TXN95759085506,2025-01-09,ACC100021,UPI/hemangini232307/NEFT Transfer Ref:973132,-69895.02,DEBIT,Transfer,UPI,1624.68,2025-01-09 UPI/hemangini232307/NEFT Transfer Ref:973132 -69895.02,synthetic
TXN101078426492,2025-01-08,ACC100021,TRANSFER FROM SELF REF:568194,131043.28,CREDIT,Transfer,NEFT,,,
TXN96110091004,2025-01-09,ACC100021,IMPS  IMPS Transfer Ref:147927,-130679.2,DEBIT,Transfer,IMPS,1988.76,2025-01-09 IMPS  IMPS Transfer Ref:147927 -130679.2,synthetic
TXN101078426502,2025-01-09,ACC100021,TRANSFER  FROM SELF Ref:273242,24291.55,CREDIT,Transfer,NEFT,,,
TXN91116011541,2025-01-10,ACC100021,NEFT Apartment Rent Re:f430928,-25250.41,DEBIT,Rent,NEFT,1029.9,2025-01-10 NEFT Apartment Rent Re:f430928 -25250.41,synthetic
TXN92607033668,2025-01-10,ACC100021,POS Spencer's Bhalswa Jahangir Pur,-918.37,DEBIT,Groceries,POS,111.53,2025-01-10 POS Spencer's Bhalswa Jahangir Pur -918.37,synthetic
TXN101078426527,2025-01-09,ACC100021,TRANSFER  FROM SELF Ref:336481,187284.1,CREDIT,Transfer,NEFT,,,
TXN95676084169,2025-01-10,ACC100021,UPI/leelasom5998/UPI Transfer Ref:587453,-185345.26,DEBIT,Transfer,UPI,2050.37,2025-01-10 UPI/leelasom5998/UPI Transfer Ref:587453 -185345.26,synthetic
TXN91951024546,2025-01-11,ACC100021,UPI/kabirloyal7534/Swiggy Ref:373241,-1047.65,DEBIT,Food & Dining,UPI,1002.72,2025-01-11 UPI/kabirloyal7534/Swiggy Ref:373241 -1047.65,synthetic
TXN101078426547,2025-01-10,ACC100021,TRANSFER FROM SELF REF:440268,3910.92,CREDIT,Transfer,NEFT,,,
TXN92849037057,2025-01-11,ACC100021,UPI/patlashravya7213/DMart Ref:458338,-1603.56,DEBIT,Groceries,UPI,3310.08,2025-01-11 UPI/patlashravya7213/DMart Ref:458338 -1603.56,synthetic
TXN90585001695,2025-01-12,ACC100021,Salary Credit Wipro Ref:63364,129478.71,CREDIT,Salary,NEFT,132788.79,2025-01-12 Salary Credit Wipro Ref:63364 129478.71,synthetic
TXN91178012628,2025-01-12,ACC100021,NEFT House Rent Ref:873839,-25190.69,DEBIT,Rent,NEFT,107598.1,2025-01-12 NEFT House Rent Ref:873839 -25190.69,synthetic
TXN91969024880,2025-01-12,ACC100021,POS Zomato Jabalpur,-1066.44,DEBIT,Food & Dining,POS,106531.66,2025-01-12 POS Zomato Jabalpur -1066.44,synthetic
TXN92504032363,2025-01-12,ACC100021,Upi/Qshroff7372/More Supermarket Ref:904001,-2795.88,DEBIT,Groceries,UPI,103735.78,2025-01-12 Upi/Qshroff7372/More Supermarket Ref:904001 -2795.88,synthetic
TXN92521032651,2025-01-12,ACC100021,UPI/ishwardave6670/BigBasket Ref:597470,-598.9,DEBIT,Groceries,UPI,103136.88,2025-01-12 UPI/ishwardave6670/BigBasket Ref:597470 -598.9,synthetic
TXN94214058194,2025-01-12,ACC100021,POS Amazon Jehanabad,-42048.65,DEBIT,Shopping,POS,61088.23,2025-01-12 POS Amazon Jehanabad -42048.65,synthetic
TXN94336060512,2025-01-12,ACC100021,NETBANKING BSNL Ref:569440,-380.58,DEBIT,Bills,NETBANKING,60707.65,2025-01-12 NETBANKING BSNL Ref:569440 -380.58,synthetic
TXN91872023570,2025-01-13,ACC100021,UPI/vshan6465/McDonalds Ref:260830,-2130.3,DEBIT,Food & Dining,UPI,58577.35,2025-01-13 UPI/vshan6465/McDonalds Ref:260830 -2130.3,synthetic
TXN92895037697,2025-01-13,ACC100021,NETBANKING Spencer's Ref:199084,-1003.54,DEBIT,Groceries,NETBANKING,57573.81,2025-01-13 NETBANKING Spencer's Ref:199084 -1003.54,synthetic
TXN93808051232,2025-01-13,ACC100021,NETBANKING Ajio Ref:918789,-31319.3,DEBIT,Shopping,NETBANKING,26254.51,2025-01-13 NETBANKING Ajio Ref:918789 -31319.3,synthetic
TXN94114056561,2025-01-13,ACC100021,POS Ajio Srinagar,-11882.07,DEBIT,Shopping,POS,14372.44,2025-01-13 POS Ajio Srinagar -11882.07,synthetic
TXN101078426663,2025-01-13,ACC100021,TRANSFER FROM SELF Ref:162533,21977.19,CREDIT,Transfer,NEFT,,,
TXN91230013662,2025-01-14,ACC100021,IMPS Accomm Rent Ref:632062,-32922.12,DEBIT,Rent,IMPS,3427.51,2025-01-14 IMPS Accomm Rent Ref:632062 -32922.12,synthetic
TXN101078426674,2025-01-13,ACC100021,TRANSFER FROM SELF Ref:987404,2101.52,CREDIT,Transfer,NEFT,,,
TXN96472097933,2025-01-14,ACC100021,ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,-3537.11,DEBIT,Cash,ATM,1991.92,2025-01-14 ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL -3537.11,synthetic
TXN101078426682,2025-01-14,ACC100021,TRANSFER  FROM SELF Ref:870364,5252.27,CREDIT,Transfer,NEFT,,,
TXN92731035462,2025-01-15,ACC100021,NETBANKING Reliance Fresh Ref:378400,-2958.39,DEBIT,Groceries,NETBANKING,4285.8,2025-01-15 NETBANKING Reliance Fresh Ref:378400 -2958.39,synthetic
TXN101078426693,2025-01-14,ACC100021,TRANSFER FROM SELF Ref:628676,5766.3,CREDIT,Transfer,NEFT,,,
TXN94709067482,2025-01-15,ACC100021,Electricity Board magnam,-7936.33,DEBIT,Bills,ECS,2115.77,2025-01-15 Electricity Board magnam -7936.33,synthetic
TXN90598001964,2025-01-16,ACC100021,SALARY CREDIT WIPRO Ref:42809,117757.57,CREDIT,Salary,NEFT,119873.34,2025-01-16 SALARY CREDIT WIPRO Ref:42809 117757.57,synthetic
TXN91509017883,2025-01-16,ACC100021,UPI/QDASH4978/MCDONALDS REF:553006,-1401.25,DEBIT,Food & Dining,UPI,118472.09,2025-01-16 UPI/QDASH4978/MCDONALDS REF:553006 -1401.25,synthetic
TXN95094073630,2025-01-16,ACC100021,UPI/sherejagat8367/Ola Ref:448300,-14730.38,DEBIT,Travel,UPI,103741.71,2025-01-16 UPI/sherejagat8367/Ola Ref:448300 -14730.38,synthetic
TXN95388078362,2025-01-16,ACC100021,NEFT EMI Loan Ref:217775,-16285.14,DEBIT,EMI,NEFT,87456.57,2025-01-16 NEFT EMI Loan Ref:217775 -16285.14,synthetic
TXN91365015834,2025-01-17,ACC100021,POS Swiggy Bhiwandi,-1716.43,DEBIT,Food & Dining,POS,85740.14,2025-01-17 POS Swiggy Bhiwandi -1716.43,synthetic
TXN94351060865,2025-01-17,ACC100021,NETBANKING Electricity Board Ref:553905,-4704.63,DEBIT,Bills,NETBANKING,81035.51,2025-01-17 NETBANKING Electricity Board Ref:553905 -4704.63,synthetic
TXN90549000999,2025-01-18,ACC100021,EMI EMI SBI Ref:23879,-13994.52,DEBIT,EMI,ECS,67040.99,2025-01-18 EMI EMI SBI Ref:23879 -13994.52,synthetic
TXN90797005881,2025-01-18,ACC100021,SALARY CREDIT Company Payroll Ref:93902,134121.5,CREDIT,Salary,NEFT,201162.49,2025-01-18 SALARY CREDIT Company Payroll Ref:93902 134121.5,synthetic
TXN95721085068,2025-01-18,ACC100021,IMPS IMPS Transfer Ref:229074,174969.56,CREDIT,Transfer,IMPS,376132.05,2025-01-18 IMPS IMPS Transfer Ref:229074 174969.56,synthetic
TXN91168012411,2025-01-20,ACC100021,Accomm Rent blanditiis,-23942.46,DEBIT,Rent,ECS,352189.59,2025-01-20 Accomm Rent blanditiis -23942.46,synthetic
TXN91585019056,2025-01-20,ACC100021,UPI/lucky202703/Dominos Ref:497175,-1309.45,DEBIT,Food & Dining,UPI,350880.14,2025-01-20 UPI/lucky202703/Dominos Ref:497175 -1309.45,synthetic
TXN95404078668,2025-01-20,ACC100021,EMI Lona deleniti,-9198.66,DEBIT,EMI,ECS,341681.48,2025-01-20 EMI Lona deleniti -9198.66,synthetic
TXN93821051446,2025-01-21,ACC100021,POS AJIO Bokaro,-31449.15,DEBIT,Shopping,POS,310232.33,2025-01-21 POS AJIO Bokaro -31449.15,synthetic
TXN94732067880,2025-01-21,ACC100021,BESCOM ab,-1339.95,DEBIT,Bills,ECS,308892.38,2025-01-21 BESCOM ab -1339.95,synthetic
TXN91445016946,2025-01-22,ACC100021,POS Dominos Tirupati,-1759.15,DEBIT,Food & Dining,POS,307133.23,2025-01-22 POS Dominos Tirupati -1759.15,synthetic
TXN92434031434,2025-01-22,ACC100021,UPI/ektawadhwa5565/BigBasket Ref:986726,-2989.58,DEBIT,Groceries,UPI,304143.65,2025-01-22 UPI/ektawadhwa5565/BigBasket Ref:986726 -2989.58,synthetic
TXN95373078065,2025-01-22,ACC100021,EMI Loan officia,-8260.11,DEBIT,EMI,ECS,295883.54,2025-01-22 EMI Loan officia -8260.11,synthetic
TXN96175092138,2025-01-22,ACC100021,UPI/amolsami9295/UPI Transfer Ref:158822,-89083.82,DEBIT,Transfer,UPI,206799.72,2025-01-22 UPI/amolsami9295/UPI Transfer Ref:158822 -89083.82,synthetic
TXN96139091496,2025-01-23,ACC100021,UPI/abhiramdhar5393/UPI Transfer Ref:907860,-135447.42,DEBIT,Transfer,UPI,71352.3,2025-01-23 UPI/abhiramdhar5393/UPI Transfer Ref:907860 -135447.42,synthetic
TXN96521098720,2025-01-23,ACC100021,ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,-8470.44,DEBIT,Cash,ATM,62881.86,2025-01-23 ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL -8470.44,synthetic
TXN90670003215,2025-01-24,ACC100021,SALARY CREDIT WIPRO Ref:53716,122476.29,CREDIT,Salary,NEFT,185358.15,2025-01-24 SALARY CREDIT WIPRO Ref:53716 122476.29,synthetic
TXN93835051689,2025-01-24,ACC100021,NETBANKING Myntra Ref:953638,-31712.91,DEBIT,Shopping,NETBANKING,153645.24,2025-01-24 NETBANKING Myntra Ref:953638 -31712.91,synthetic
TXN94649066579,2025-01-24,ACC100021,Jio alias,-5842.48,DEBIT,Bills,ECS,147802.76,2025-01-24 Jio alias -5842.48,synthetic
TXN95476080177,2025-01-24,ACC100021,EMI Loan explicabo,-4425.55,DEBIT,EMI,ECS,143377.21,2025-01-24 EMI Loan explicabo -4425.55,synthetic
TXN96563099529,2025-01-24,ACC100021,NETBANKING Vendor Payment Ref:907435,-4350.92,DEBIT,Other,NETBANKING,139026.29,2025-01-24 NETBANKING Vendor Payment Ref:907435 -4350.92,synthetic
TXN91150012058,2025-01-25,ACC100021,NEFT House Rent Ref:380634,-21552.89,DEBIT,Rent,NEFT,117473.4,2025-01-25 NEFT House Rent Ref:380634 -21552.89,synthetic
TXN92233028665,2025-01-25,ACC100021,UPI/aradhana649900/Cafe Coffee Day Ref:723397,-98.14,DEBIT,Food & Dining,UPI,117375.26,2025-01-25 UPI/aradhana649900/Cafe Coffee Day Ref:723397 -98.14,synthetic
TXN94753068246,2025-01-25,ACC100021,Electricity Board reprehenderit,-7931.74,DEBIT,Bills,ECS,109443.52,2025-01-25 Electricity Board reprehenderit -7931.74,synthetic
TXN90797005872,2025-01-26,ACC100021,Salary Credit Infosys Ref:58482,188261.87,CREDIT,Salary,NEFT,297705.39,2025-01-26 Salary Credit Infosys Ref:58482 188261.87,synthetic
TXN92512032390,2025-01-26,ACC100021,POS Reliance Fresh Bidar,-1543.36,DEBIT,Groceries,POS,296162.03,2025-01-26 POS Reliance Fresh Bidar -1543.36,synthetic
TXN96472097843,2025-01-26,ACC100021,ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,-7371.5,DEBIT,Cash,ATM,288790.53,2025-01-26 ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL -7371.5,synthetic
TXN93348044532,2025-01-27,ACC100021,POS Ajio Gandhidham,-36524.52,DEBIT,Shopping,POS,252266.01,2025-01-27 POS Ajio Gandhidham -36524.52,synthetic
TXN95755085432,2025-01-27,ACC100021,UPI/balvan537092/NEFT Transfer Ref:204700,-18660.25,DEBIT,Transfer,UPI,233605.76,2025-01-27 UPI/balvan537092/NEFT Transfer Ref:204700 -18660.25,synthetic
TXN91223013513,2025-01-28,ACC100021,IMPS Accomm Rent Ref:709383,-30634.99,DEBIT,Rent,IMPS,202970.77,2025-01-28 IMPS Accomm Rent Ref:709383 -30634.99,synthetic
TXN93111041006,2025-01-28,ACC100021,UPI/prakashjasmit6822/Reliance Fresh Ref:233913,-1442.15,DEBIT,Groceries,UPI,201528.62,2025-01-28 UPI/prakashjasmit6822/Reliance Fresh Ref:233913 -1442.15,synthetic
TXN95442079456,2025-01-28,ACC100021,NEFT EMI SBI Ref:248026,-6707.43,DEBIT,EMI,NEFT,194821.19,2025-01-28 NEFT EMI SBI Ref:248026 -6707.43,synthetic
TXN96315094569,2025-01-28,ACC100021,POS HP Petrol Pump Jabalpur,-3546.5,DEBIT,Fuel,POS,191274.69,2025-01-28 POS HP Petrol Pump Jabalpur -3546.5,synthetic
TXN94440062405,2025-01-29,ACC100021,UPI/vidhi221704/BSNL Ref:489225,-8992.09,DEBIT,Bills,UPI,182282.6,2025-01-29 UPI/vidhi221704/BSNL Ref:489225 -8992.09,synthetic
TXN94987071936,2025-01-29,ACC100021,UPI/karpejoshua2225/Ola Ref:323748,-14019.21,DEBIT,Travel,UPI,168263.39,2025-01-29 UPI/karpejoshua2225/Ola Ref:323748 -14019.21,synthetic
TXN95736085156,2025-01-29,ACC100021,Upi/Mannangirik7366/Upi Transfer Ref:685401,124121.24,CREDIT,Transfer,UPI,292384.63,2025-01-29 Upi/Mannangirik7366/Upi Transfer Ref:685401 124121.24,synthetic
TXN92205028215,2025-01-30,ACC100021,UPI/bahadurjit268488/Zomato Ref:569815,-671.65,DEBIT,Food & Dining,UPI,291712.98,2025-01-30 UPI/bahadurjit268488/Zomato Ref:569815 -671.65,synthetic
TXN93314044056,2025-01-30,ACC100021,POS DMart Secunderabad,-1481.34,DEBIT,Groceries,POS,290231.64,2025-01-30 POS DMart Secunderabad -1481.34,synthetic
TXN94145057131,2025-01-30,ACC100021,POS FLIPKART GULBARGA,-11791.18,DEBIT,Shopping,POS,278440.46,2025-01-30 POS FLIPKART GULBARGA -11791.18,synthetic
TXN94613065729,2025-01-30,ACC100021,UPI/diya165833/BSNL Ref:661533,-5665.65,DEBIT,Bills,UPI,272774.81,2025-01-30 UPI/diya165833/BSNL Ref:661533 -5665.65,synthetic
TXN90515000264,2025-01-31,ACC100021,SALARY CREDIT WIPRO Ref:53463,28706.55,CREDIT,Salary,NEFT,301481.36,2025-01-31 SALARY CREDIT WIPRO Ref:53463 28706.55,synthetic
TXN91955024610,2025-01-31,ACC100021,UPI/aahana911501/Cafe Coffee Day Ref:663620,-271.34,DEBIT,Food & Dining,UPI,301210.02,2025-01-31 UPI/aahana911501/Cafe Coffee Day Ref:663620 -271.34,synthetic
TXN92406031060,2025-01-31,ACC100021,UPI/jkadakia7749/BigBasket  Ref:655267,-1521.32,DEBIT,Groceries,UPI,299688.7,2025-01-31 UPI/jkadakia7749/BigBasket  Ref:655267 -1521.32,synthetic
TXN94351060710,2025-01-31,ACC100021,BSNL DOLORE,-929.2,DEBIT,Bills,ECS,298759.5,2025-01-31 BSNL DOLORE -929.2,synthetic
TXN93296043711,2025-02-01,ACC100021,POS Reliance Fresh Ambattur,-2023.78,DEBIT,Groceries,POS,296735.72,2025-02-01 POS Reliance Fresh Ambattur -2023.78,synthetic
TXN94256058960,2025-02-01,ACC100021,NETBANKING Amazon Ref:956530,-39879.35,DEBIT,Shopping,NETBANKING,256856.37,2025-02-01 NETBANKING Amazon Ref:956530 -39879.35,synthetic
TXN95538081461,2025-02-01,ACC100021,EMI HDFC ab,-8385.92,DEBIT,EMI,ECS,248470.45,2025-02-01 EMI HDFC ab -8385.92,synthetic
TXN91466017224,2025-02-02,ACC100021,NETBANKING Swiggy Ref:292560,-536.43,DEBIT,Food & Dining,NETBANKING,247934.02,2025-02-02 NETBANKING Swiggy Ref:292560 -536.43,synthetic
TXN92856037194,2025-02-02,ACC100021,UPI/IMARAN865306/BIGBASKET REF:723017,-1288.13,DEBIT,Groceries,UPI,246645.89,2025-02-02 UPI/IMARAN865306/BIGBASKET REF:723017 -1288.13,synthetic
TXN94702067380,2025-02-02,ACC100021,Jio dolorum,-4478.34,DEBIT,Bills,ECS,242167.55,2025-02-02 Jio dolorum -4478.34,synthetic
TXN96039089873,2025-02-03,ACC100021,UPI/lucky989995/IMPS  Transfer Ref:575152,-89556.66,DEBIT,Transfer,UPI,152610.89,2025-02-03 UPI/lucky989995/IMPS  Transfer Ref:575152 -89556.66,synthetic
TXN90985009319,2025-02-04,ACC100021,IMPS Apartment Rent Ref:147624,-29057.11,DEBIT,Rent,IMPS,123553.78,2025-02-04 IMPS Apartment Rent Ref:147624 -29057.11,synthetic
TXN93617048231,2025-02-04,ACC100021,POS AJIO Karaikudi,-42019.57,DEBIT,Shopping,POS,81534.21,2025-02-04 POS AJIO Karaikudi -42019.57,synthetic
TXN95825086613,2025-02-04,ACC100021,NEFT IMPS Transfer Ref:114267,-24618.53,DEBIT,Transfer,NEFT,56915.68,2025-02-04 NEFT IMPS Transfer Ref:114267 -24618.53,synthetic
TXN91706020920,2025-02-05,ACC100021,POS Swiggy Kalyan-Dombivli,-1342.89,DEBIT,Food & Dining,POS,55572.79,2025-02-05 POS Swiggy Kalyan-Dombivli -1342.89,synthetic
TXN94865070066,2025-02-05,ACC100021,POS GoAir Kulti,-8915.03,DEBIT,Travel,POS,46657.76,2025-02-05 POS GoAir Kulti -8915.03,synthetic
TXN91513017932,2025-02-06,ACC100021,UPI/shenoyaarna2498/Cafe Coffee Day Ref:762937,-1176.73,DEBIT,Food & Dining,UPI,45481.03,2025-02-06 UPI/shenoyaarna2498/Cafe Coffee Day Ref:762937 -1176.73,synthetic
TXN92317029653,2025-02-06,ACC100021,Upi/Udivan6189/Reliance Fresh Ref:744109,-354.13,DEBIT,Groceries,UPI,45126.9,2025-02-06 Upi/Udivan6189/Reliance Fresh Ref:744109 -354.13,synthetic
TXN93395045112,2025-02-06,ACC100021,POS Ajio Thane,-8178.88,DEBIT,Shopping,POS,36948.02,2025-02-06 POS Ajio Thane -8178.88,synthetic
TXN93793050975,2025-02-06,ACC100021,UPI/adityasubramanian9918/AJIO Ref:799880,-15604.18,DEBIT,Shopping,UPI,21343.84,2025-02-06 UPI/adityasubramanian9918/AJIO Ref:799880 -15604.18,synthetic
TXN96240093242,2025-02-06,ACC100021,POS Bharat Petroleum Bongaigaon,-354.42,DEBIT,Fuel,POS,20989.42,2025-02-06 POS Bharat Petroleum Bongaigaon -354.42,synthetic
TXN90709004096,2025-02-07,ACC100021,SALARY CREDIT TCS Ref:87577,32153.22,CREDIT,Salary,NEFT,53142.64,2025-02-07 SALARY CREDIT TCS Ref:87577 32153.22,synthetic
TXN93826051538,2025-02-07,ACC100021,POS Amazon Darbhanga,-14138.07,DEBIT,Shopping,POS,39004.57,2025-02-07 POS Amazon Darbhanga -14138.07,synthetic
TXN101084427376,2025-02-06,ACC100021,Transfer From Self Ref:777097,8705.77,CREDIT,Transfer,NEFT,,,
TXN94035054986,2025-02-07,ACC100021,POS Ajio Bhiwandi,-46282.42,DEBIT,Shopping,POS,1427.92,2025-02-07 POS Ajio Bhiwandi -46282.42,synthetic
